 Federal-gov; 10th; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;1****; Own-child; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;2****; Not-in-family; Male; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;2****; Own-child; Male; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;3****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;3****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;3****; Not-in-family; Female; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;3****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;3****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;3****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;3****; Not-in-family; Male; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;4****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;4****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;4****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;4****; Not-in-family; Male; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;4****; Not-in-family; Male; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;5****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;5****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;6****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;6****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;2****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;2****; Not-in-family; Male; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;3****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;4****; Not-in-family; Female; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;5****; Not-in-family; Male; >50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;7****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;7****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;8****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;9****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Never-married; United-States; White;41-80;9****; Not-in-family; Male; >50K
 Federal-gov; Bachelors; Separated; United-States; Black;41-80;7****; Unmarried; Female; <=50K
 Federal-gov; Bachelors; Separated; United-States; White;0-40;5****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Separated; United-States; White;41-80;6****; Not-in-family; Male; <=50K
 Federal-gov; Bachelors; Widowed; United-States; Black;41-80;3****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Widowed; United-States; White;0-40;****; Not-in-family; Male; >50K
 Federal-gov; Bachelors; Widowed; United-States; White;41-80;1****; Not-in-family; Female; <=50K
 Federal-gov; Bachelors; Widowed; United-States; White;41-80;3****; Unmarried; Female; <=50K
 Federal-gov; Bachelors; Widowed; United-States; White;41-80;9****; Not-in-family; Female; <=50K
 Federal-gov; Doctorate; Divorced; United-States; White;41-80;3****; Not-in-family; Female; <=50K
 Federal-gov; Doctorate; Married-civ-spouse; China; Asian-Pac-Islander;41-80;9****; Husband; Male; <=50K
 Federal-gov; Doctorate; Married-civ-spouse; Germany; White;41-80;5****; Husband; Male; >50K
 Federal-gov; Doctorate; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; <=50K
 Federal-gov; Doctorate; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Federal-gov; Doctorate; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Federal-gov; Doctorate; Married-civ-spouse; United-States; White;41-80;8****; Husband; Male; <=50K
 Federal-gov; Doctorate; Married-civ-spouse; Vietnam; Asian-Pac-Islander;41-80;8****; Husband; Male; <=50K
 Federal-gov; Doctorate; Never-married; United-States; Amer-Indian-Eskimo;0-40;7****; Not-in-family; Female; >50K
 Federal-gov; Doctorate; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Federal-gov; Doctorate; Never-married; United-States; White;41-80;1****; Not-in-family; Female; <=50K
 Federal-gov; Doctorate; Never-married; United-States; White;41-80;3****; Not-in-family; Female; <=50K
 Federal-gov; Doctorate; Never-married; United-States; White;41-80;9****; Not-in-family; Female; <=50K
 Federal-gov; Doctorate; Separated; United-States; Black;41-80;4****; Unmarried; Female; <=50K
 Federal-gov; Doctorate; Widowed; United-States; White;41-80;****; Not-in-family; Male; >50K
 Federal-gov; HS-grad; Divorced; United-States; Black;0-40;3****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;****; Own-child; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;1****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;2****; Not-in-family; Male; >50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;3****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;4****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;5****; Unmarried; Female; >50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;7****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;8****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Black;41-80;9****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Other;0-40;8****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; Other;0-40;9****; Not-in-family; Male; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;****; Not-in-family; Female; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;2****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;3****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;3****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;5****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;5****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;6****; Unmarried; Female; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;7****; Own-child; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;7****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;7****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;0-40;7****; Unmarried; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;1****; Not-in-family; Male; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;2****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;2****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;2****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;2****; Not-in-family; Male; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;3****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;3****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;3****; Not-in-family; Male; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;3****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;4****; Unmarried; Male; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;5****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;5****; Unmarried; Female; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;6****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;7****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;7****; Unmarried; Male; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;8****; Not-in-family; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;8****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;8****; Unmarried; Female; <=50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;9****; Not-in-family; Female; >50K
 Federal-gov; HS-grad; Divorced; United-States; White;41-80;9****; Not-in-family; Male; <=50K
 Federal-gov; HS-grad; Married-AF-spouse; United-States; White;0-40;6****; Wife; Female; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; England; White;0-40;1****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; France; White;41-80;4****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; Germany; White;41-80;2****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Amer-Indian-Eskimo;0-40;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Amer-Indian-Eskimo;0-40;8****; Other-relative; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Amer-Indian-Eskimo;41-80;7****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Amer-Indian-Eskimo;41-80;8****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Asian-Pac-Islander;0-40;2****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;0-40;3****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;0-40;4****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;0-40;5****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;0-40;5****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;0-40;7****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;0-40;8****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;2****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;3****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;3****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;4****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;5****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;5****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;6****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;7****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;7****; Wife; Female; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Black;41-80;9****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; Other;0-40;2****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;4****; Wife; Female; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;5****; Wife; Female; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;7****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;8****; Wife; Female; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;9****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;0-40;9****; Wife; Female; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; >50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;41-80;****; Wife; Female; <=50K
 Federal-gov; HS-grad; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
