-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 5****, Wife, Female, <=50K
142646368,  Private, Bachelors, Never-married, Germany, White, 0<..<40, 8****, Not-in-family, Female, <=50K
1436240754,  Local-gov, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
1968888120,  Private, Assoc-acdm, Divorced, United-States, Black, 0<..<40, 1****, Unmarried, Female, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 40<..<80, 1****, Not-in-family, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 4****, Own-child, Male, <=50K
1003703026,  Federal-gov, Masters, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, >50K
761343843,  Private, Prof-school, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, 7****, Not-in-family, Male, >50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 4****, Not-in-family, Female, <=50K
267885168,  Private, 7th-8th, Married-civ-spouse, Ecuador, White, 40<..<80, 8****, Husband, Male, >50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 9****, Not-in-family, Female, <=50K
-418428944,  Local-gov, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
-987578313,  Private, Bachelors, Never-married, United-States, Black, 0<..<40, 7****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
-950335502,  Self-emp-inc, Bachelors, Divorced, United-States, White, 0<..<40, 1****, Not-in-family, Female, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, >50K
-752074911,  Private, Some-college, Never-married, United-States, Asian-Pac-Islander, 0<..<40, 2****, Not-in-family, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
674190850,  Private, Some-college, Married-civ-spouse, Laos, Asian-Pac-Islander, 0<..<40, 2****, Wife, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 6****, Not-in-family, Female, <=50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, >50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 40<..<80, 6****, Not-in-family, Female, >50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
655741241,  Self-emp-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Male, <=50K
-216274903,  Private, Masters, Married-civ-spouse, Taiwan, Asian-Pac-Islander, 0<..<40, 3****, Husband, Male, <=50K
425703077,  Self-emp-not-inc, Bachelors, Divorced, United-States, Black, 0<..<40, 5****, Not-in-family, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Own-child, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Male, <=50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
373093646,  Private, 5th-6th, Married-civ-spouse, Mexico, White, 0<..<40, 8****, Other-relative, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, <=50K
-1889145070,  Private, HS-grad, Widowed, United-States, White, 40<..<80, 6****, Not-in-family, Female, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 3****, Not-in-family, Male, >50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, <=50K
-200729826,  Self-emp-not-inc, Masters, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, >50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 9****, Wife, Female, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 40<..<80, ****, Not-in-family, Male, <=50K
387629662,  Private, Some-college, Never-married, United-States, Black, 40<..<80, 1****, Not-in-family, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Male, >50K
-1644707652,  Private, Assoc-voc, Never-married, United-States, White, 40<..<80, 9****, Not-in-family, Male, >50K
381342707,  Local-gov, 10th, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, >50K
-935823574,  Private, 5th-6th, Never-married, Mexico, White, 0<..<40, 8****, Other-relative, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 6****, Other-relative, Male, >50K
208939787,  Private, Masters, Never-married, United-States, White, 40<..<80, 6****, Not-in-family, Male, <=50K
1665350771,  Private, HS-grad, Never-married, Haiti, Black, 0<..<40, 2****, Unmarried, Male, <=50K
294374391,  Private, HS-grad, Married-civ-spouse, United-States, Black, 40<..<80, 8****, Husband, Male, <=50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
1026713003,  State-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
1449407314,  State-gov, Some-college, Never-married, United-States, Black, 0<..<40, 2****, Own-child, Female, <=50K
1267362672,  Self-emp-not-inc, Bachelors, Never-married, United-States, White, 40<..<80, 5****, Not-in-family, Male, <=50K
1957088169,  Private, Assoc-acdm, Married-spouse-absent, Iran, White, 40<..<80, 9****, Not-in-family, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, >50K
520165711,  Local-gov, 11th, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
281787199,  Federal-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
-1169022320,  Private, 11th, Widowed, United-States, Other, 40<..<80, 1****, Unmarried, Male, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Wife, Female, <=50K
-681246688,  Self-emp-not-inc, 9th, Married-civ-spouse, Portugal, White, 0<..<40, 7****, Husband, Male, <=50K
642312199,  Private, 10th, Married-civ-spouse, United-States, White, 0<..<40, 2****, Wife, Female, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 40<..<80, 9****, Not-in-family, Male, <=50K
603662050,  Private, HS-grad, Married-spouse-absent, United-States, White, 0<..<40, 3****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Female, >50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 40<..<80, 6****, Not-in-family, Female, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 8****, Unmarried, Female, <=50K
1636014919,  Federal-gov, Some-college, Never-married, United-States, White, 0<..<40, 5****, Unmarried, Female, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 2****, Own-child, Male, <=50K
96347209,  State-gov, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
294374391,  Private, HS-grad, Married-civ-spouse, United-States, Black, 40<..<80, 8****, Husband, Male, <=50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 40<..<80, 6****, Not-in-family, Male, <=50K
-1832883643,  Local-gov, Some-college, Never-married, United-States, White, 0<..<40, 4****, Own-child, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 5****, Wife, Female, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
940338559,  Self-emp-not-inc, Masters, Divorced, United-States, White, 40<..<80, 4****, Not-in-family, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 8****, Not-in-family, Male, >50K
-1960842738,  Private, 5th-6th, Divorced, United-States, White, 40<..<80, 5****, Not-in-family, Female, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, 6****, Not-in-family, Female, >50K
1436240754,  Local-gov, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 9****, Wife, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Female, <=50K
-1222531251,  Private, HS-grad, Separated, United-States, White, 0<..<40, ****, Not-in-family, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 6****, Wife, Female, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 4****, Own-child, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Other-relative, Female, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 2****, Wife, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
-1617935984,  Self-emp-not-inc, Assoc-acdm, Separated, United-States, White, 40<..<80, 3****, Not-in-family, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, >50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, ****, Unmarried, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 8****, Own-child, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Female, <=50K
101443574,  State-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
209709003,  Private, Assoc-voc, Divorced, United-States, White, 0<..<40, 5****, Not-in-family, Female, <=50K
2144874655,  Private, 7th-8th, Married-civ-spouse, Puerto-Rico, Other, 0<..<40, 6****, Husband, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
1814250195,  Local-gov, Some-college, Divorced, United-States, Black, 40<..<80, 3****, Not-in-family, Female, <=50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 0<..<40, 6****, Unmarried, Female, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 0<..<40, 1****, Unmarried, Female, <=50K
654599391,  Private, Doctorate, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
2067453836,  State-gov, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
266857392,  Private, 12th, Divorced, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
-803279475,  Private, 1st-4th, Married-civ-spouse, Mexico, White, 40<..<80, 8****, Husband, Male, >50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 8****, Own-child, Female, <=50K
-34417628,  Local-gov, 11th, Separated, United-States, Black, 0<..<40, 6****, Not-in-family, Male, <=50K
-1952768768,  State-gov, HS-grad, Divorced, United-States, White, 0<..<40, 8****, Unmarried, Female, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 3****, Own-child, Male, <=50K
101443574,  State-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 5****, Wife, Female, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
912450449,  Private, 10th, Never-married, United-States, White, 0<..<40, 7****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
-1890403669,  Federal-gov, Masters, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
1130507072,  Private, HS-grad, Never-married, Dominican-Republic, White, 0<..<40, ****, Not-in-family, Male, >50K
